team,stage,opponent,meet_prob
Curaçao,R32,Tunisia,5e-05
Curaçao,R32,Netherlands,4e-05
Curaçao,R32,Japan,3e-05
Curaçao,SF,Argentina,2e-05
Curaçao,SF,Colombia,2e-05
Curaçao,SF,France,1e-05
Curaçao,SF,Tunisia,1e-05
Curaçao,SF,Portugal,1e-05
Curaçao,SF,Senegal,1e-05
Curaçao,SF,Croatia,1e-05
Czechia,FINAL,Argentina,0.0012
Czechia,FINAL,Spain,0.00088
Czechia,FINAL,France,0.00079
Czechia,FINAL,Portugal,0.00071
Czechia,FINAL,Brazil,0.00048
Czechia,FINAL,England,0.00047
Czechia,FINAL,Netherlands,0.00031
Czechia,FINAL,Colombia,0.00028
Czechia,FINAL,Germany,0.00028
Czechia,FINAL,Uruguay,0.00012
Czechia,FINAL,Morocco,0.00012
Czechia,FINAL,Croatia,0.00011
Czechia,FINAL,Japan,0.00011
Czechia,FINAL,Switzerland,0.00011
Czechia,FINAL,Senegal,0.0001
Czechia,FINAL,Belgium,0.0001
Czechia,FINAL,Ivory Coast,5e-05
Czechia,FINAL,United States,5e-05
Czechia,FINAL,Paraguay,4e-05
Czechia,FINAL,Mexico,4e-05
Czechia,FINAL,Ecuador,3e-05
Czechia,FINAL,Austria,3e-05
Czechia,FINAL,Algeria,3e-05
Czechia,FINAL,Scotland,2e-05
Czechia,FINAL,Sweden,2e-05
Czechia,FINAL,Norway,1e-05
Czechia,FINAL,Canada,1e-05
Czechia,FINAL,Iran,1e-05
Czechia,FINAL,Turkey,1e-05
Czechia,FINAL,South Korea,1e-05
Czechia,QF,France,0.02899
Czechia,QF,Spain,0.01327
Czechia,QF,Germany,0.01248
Czechia,QF,Brazil,0.01023
Czechia,QF,Senegal,0.00704
Czechia,QF,Ecuador,0.00532
Czechia,QF,Netherlands,0.00438
Czechia,QF,Morocco,0.00402
Czechia,QF,Portugal,0.00374
Czechia,QF,Japan,0.00348
Czechia,QF,Colombia,0.00342
Czechia,QF,Norway,0.00235
Czechia,QF,Ivory Coast,0.00203
Czechia,QF,Uruguay,0.0018
Czechia,QF,England,0.0018
Czechia,QF,Croatia,0.00175
Czechia,QF,Argentina,0.00158
Czechia,QF,Sweden,0.00146
Czechia,QF,Scotland,0.00122
Czechia,QF,Austria,0.00099
Czechia,QF,Algeria,0.00084
Czechia,QF,Turkey,0.00081
Czechia,QF,United States,0.00075
Czechia,QF,Tunisia,0.00063
Czechia,QF,Paraguay,0.00062
Czechia,QF,Australia,0.00054
Czechia,QF,Belgium,0.00012
Czechia,QF,Iraq,0.00011
Czechia,QF,Panama,0.0001
Czechia,QF,Uzbekistan,9e-05
Czechia,QF,Iran,7e-05
Czechia,QF,South Korea,7e-05
Czechia,QF,Switzerland,5e-05
Czechia,QF,Canada,4e-05
Czechia,QF,DR Congo,4e-05
Czechia,QF,Egypt,4e-05
Czechia,QF,Curaçao,3e-05
Czechia,QF,South Africa,2e-05
Czechia,QF,Saudi Arabia,2e-05
Czechia,QF,Mexico,2e-05
Czechia,QF,Haiti,2e-05
Czechia,QF,Cape Verde,1e-05
Czechia,QF,Jordan,1e-05
Czechia,QF,Bosnia and Herzegovina,1e-05
Czechia,R16,England,0.06349
Czechia,R16,Netherlands,0.05845
Czechia,R16,Morocco,0.02806
Czechia,R16,Brazil,0.02653
Czechia,R16,Croatia,0.02481
Czechia,R16,Japan,0.0248
Czechia,R16,Turkey,0.01655
Czechia,R16,Scotland,0.01493
Czechia,R16,United States,0.01257
Czechia,R16,Paraguay,0.01141
Czechia,R16,Sweden,0.00897
Czechia,R16,Australia,0.0083
Czechia,R16,Senegal,0.00495
Czechia,R16,Uzbekistan,0.00484
Czechia,R16,Colombia,0.00454
Czechia,R16,Portugal,0.00432
Czechia,R16,Norway,0.00429
Czechia,R16,Austria,0.0034
Czechia,R16,Bosnia and Herzegovina,0.00333
Czechia,R16,Tunisia,0.0033
Czechia,R16,Algeria,0.0032
Czechia,R16,DR Congo,0.00317
Czechia,R16,Switzerland,0.00285
Czechia,R16,Canada,0.00274
Czechia,R16,France,0.00263
Czechia,R16,Ivory Coast,0.00238
Czechia,R16,Panama,0.0022
Czechia,R16,Ecuador,0.00215
Czechia,R16,Germany,0.00139
Czechia,R16,Haiti,0.00137
Czechia,R16,Qatar,0.00105
Czechia,R16,Argentina,0.00102
Czechia,R16,Ghana,0.00097
Czechia,R16,Jordan,0.00067
Czechia,R16,Iraq,0.00065
Czechia,R16,Curaçao,9e-05
Czechia,R16,Uruguay,8e-05
Czechia,R16,Saudi Arabia,6e-05
Czechia,R16,Egypt,3e-05
Czechia,R16,Belgium,2e-05
Czechia,R16,New Zealand,2e-05
Czechia,R16,Cape Verde,2e-05
Czechia,R16,Iran,1e-05
Czechia,R16,Spain,1e-05
Czechia,R32,Canada,0.13431
Czechia,R32,Belgium,0.12889
Czechia,R32,Switzerland,0.10942
Czechia,R32,Iran,0.055
Czechia,R32,Bosnia and Herzegovina,0.05073
Czechia,R32,Ivory Coast,0.03662
Czechia,R32,Scotland,0.02681
Czechia,R32,Saudi Arabia,0.02544
Czechia,R32,Ecuador,0.02504
Czechia,R32,Cape Verde,0.02435
Czechia,R32,Egypt,0.02373
Czechia,R32,Qatar,0.02368
Czechia,R32,Morocco,0.01744
Czechia,R32,Germany,0.01643
Czechia,R32,Uruguay,0.01301
Czechia,R32,Brazil,0.0101
Czechia,R32,Haiti,0.00953
Czechia,R32,Curaçao,0.00801
Czechia,R32,New Zealand,0.00473
Czechia,R32,Norway,0.0035
Czechia,R32,Senegal,0.00225
Czechia,R32,Spain,0.00202
Czechia,R32,Iraq,0.00111
Czechia,R32,Sweden,0.00053
Czechia,R32,Japan,0.00041
Czechia,R32,France,0.00038
Czechia,R32,Tunisia,0.00035
Czechia,R32,Netherlands,0.00029
Czechia,SF,Spain,0.00502
Czechia,SF,Argentina,0.0044
Czechia,SF,Portugal,0.00349
Czechia,SF,Colombia,0.00249
Czechia,SF,France,0.00187
Czechia,SF,Belgium,0.00169
Czechia,SF,Uruguay,0.00148
Czechia,SF,Netherlands,0.00086
Czechia,SF,England,0.00075
Czechia,SF,Switzerland,0.00068
Czechia,SF,Turkey,0.00061
Czechia,SF,Germany,0.00056
Czechia,SF,Croatia,0.00051
Czechia,SF,Algeria,0.0005
Czechia,SF,Brazil,0.00045
Czechia,SF,United States,0.00043
Czechia,SF,Austria,0.00042
Czechia,SF,Paraguay,0.0004
Czechia,SF,Iran,0.00025
Czechia,SF,South Korea,0.00024
Czechia,SF,Morocco,0.00022
Czechia,SF,Canada,0.00021
Czechia,SF,Senegal,0.00018
Czechia,SF,Ecuador,0.00018
Czechia,SF,Japan,0.00015
Czechia,SF,Ivory Coast,0.00015
Czechia,SF,Australia,0.00013
Czechia,SF,Egypt,0.00011
Czechia,SF,Scotland,9e-05
Czechia,SF,Norway,9e-05
Czechia,SF,Mexico,8e-05
Czechia,SF,Sweden,7e-05
Czechia,SF,South Africa,4e-05
Czechia,SF,Uzbekistan,2e-05
Czechia,SF,Bosnia and Herzegovina,2e-05
Czechia,SF,Saudi Arabia,1e-05
Czechia,SF,Panama,1e-05
Czechia,SF,Iraq,1e-05
Czechia,SF,Tunisia,1e-05
Czechia,SF,DR Congo,1e-05
Czechia,SF,Qatar,1e-05
Czechia,SF,Cape Verde,1e-05
Czechia,SF,Ghana,1e-05
DR Congo,FINAL,Spain,7e-05
DR Congo,FINAL,France,7e-05
DR Congo,FINAL,Colombia,3e-05
DR Congo,FINAL,England,3e-05
DR Congo,FINAL,Netherlands,3e-05
DR Congo,FINAL,Portugal,2e-05
DR Congo,FINAL,Morocco,2e-05
DR Congo,FINAL,Argentina,2e-05
DR Congo,FINAL,Turkey,1e-05
DR Congo,FINAL,Japan,1e-05
DR Congo,FINAL,Croatia,1e-05
DR Congo,QF,Brazil,0.00192
DR Congo,QF,Argentina,0.00158
DR Congo,QF,Senegal,0.00074
DR Congo,QF,Belgium,0.00071
DR Congo,QF,France,0.00067
DR Congo,QF,Netherlands,0.00064
DR Congo,QF,Ecuador,0.00058
DR Congo,QF,Japan,0.00056
DR Congo,QF,Germany,0.00055
DR Congo,QF,Morocco,0.00054
DR Congo,QF,Turkey,0.00043
DR Congo,QF,Uruguay,0.00041
DR Congo,QF,Norway,0.00036
DR Congo,QF,Ivory Coast,0.00025
DR Congo,QF,United States,0.00025
DR Congo,QF,Iran,0.00024
DR Congo,QF,Paraguay,0.00021
DR Congo,QF,Spain,0.00019
DR Congo,QF,Algeria,0.00017
DR Congo,QF,Sweden,0.00017
DR Congo,QF,Scotland,0.00013
DR Congo,QF,Australia,0.00012
DR Congo,QF,Egypt,0.00012
DR Congo,QF,Austria,9e-05
DR Congo,QF,Tunisia,7e-05
DR Congo,QF,Czechia,4e-05
DR Congo,QF,Mexico,4e-05
DR Congo,QF,Canada,4e-05
DR Congo,QF,South Korea,3e-05
DR Congo,QF,South Africa,3e-05
DR Congo,QF,Saudi Arabia,3e-05
DR Congo,QF,Switzerland,3e-05
DR Congo,QF,Bosnia and Herzegovina,1e-05
DR Congo,QF,Qatar,1e-05
DR Congo,QF,Curaçao,1e-05
DR Congo,R16,Spain,0.01419
DR Congo,R16,Mexico,0.00992
DR Congo,R16,Uruguay,0.0036
DR Congo,R16,Czechia,0.00317
DR Congo,R16,Switzerland,0.00263
DR Congo,R16,Austria,0.00234
DR Congo,R16,Algeria,0.00232
DR Congo,R16,South Korea,0.00221
DR Congo,R16,Argentina,0.00204
DR Congo,R16,Canada,0.00201
DR Congo,R16,Ivory Coast,0.0019
DR Congo,R16,Ecuador,0.00158
DR Congo,R16,Scotland,0.00111
DR Congo,R16,Germany,0.001
DR Congo,R16,Morocco,0.00086
DR Congo,R16,Brazil,0.00073
DR Congo,R16,Iran,0.00053
DR Congo,R16,Egypt,0.00051
DR Congo,R16,Saudi Arabia,0.0005
DR Congo,R16,Cape Verde,0.00041
DR Congo,R16,South Africa,0.00036
DR Congo,R16,Norway,0.00034
DR Congo,R16,Senegal,0.00033
DR Congo,R16,Belgium,0.00029
DR Congo,R16,Jordan,0.00018
DR Congo,R16,Haiti,0.00017
DR Congo,R16,New Zealand,0.00016
DR Congo,R16,Bosnia and Herzegovina,0.00015
DR Congo,R16,France,9e-05
DR Congo,R16,Japan,9e-05
DR Congo,R16,Curaçao,9e-05
DR Congo,R16,Qatar,8e-05
DR Congo,R16,Iraq,7e-05
DR Congo,R16,Netherlands,4e-05
DR Congo,R16,Sweden,1e-05
DR Congo,R16,Tunisia,1e-05
DR Congo,R32,England,0.13588
DR Congo,R32,Croatia,0.09654
DR Congo,R32,Panama,0.02709
DR Congo,R32,Ghana,0.01448
DR Congo,R32,Norway,0.00216
DR Congo,R32,Senegal,0.00126
DR Congo,R32,Ivory Coast,0.0008
DR Congo,R32,Iraq,0.00069
DR Congo,R32,Ecuador,0.00048
DR Congo,R32,France,0.00028
DR Congo,R32,Germany,0.00028
DR Congo,R32,Algeria,0.00021
DR Congo,R32,United States,0.00017
DR Congo,R32,Australia,0.00016
DR Congo,R32,Austria,0.00013
DR Congo,R32,Paraguay,0.0001
DR Congo,R32,Jordan,9e-05
DR Congo,R32,Curaçao,7e-05
DR Congo,R32,Turkey,5e-05
DR Congo,R32,Argentina,3e-05
DR Congo,SF,Argentina,0.00038
DR Congo,SF,Portugal,0.00031
DR Congo,SF,France,0.00024
DR Congo,SF,Colombia,0.00021
DR Congo,SF,Spain,0.00014
DR Congo,SF,England,0.00012
DR Congo,SF,Germany,9e-05
DR Congo,SF,Uruguay,9e-05
DR Congo,SF,Switzerland,8e-05
DR Congo,SF,Morocco,8e-05
DR Congo,SF,Netherlands,6e-05
DR Congo,SF,Brazil,5e-05
DR Congo,SF,Canada,3e-05
DR Congo,SF,Japan,3e-05
DR Congo,SF,Ivory Coast,3e-05
DR Congo,SF,Mexico,3e-05
DR Congo,SF,Algeria,2e-05
DR Congo,SF,Senegal,2e-05
DR Congo,SF,Scotland,2e-05
DR Congo,SF,Ecuador,2e-05
DR Congo,SF,Croatia,2e-05
DR Congo,SF,Belgium,2e-05
DR Congo,SF,Australia,1e-05
DR Congo,SF,Turkey,1e-05
DR Congo,SF,Iran,1e-05
DR Congo,SF,Czechia,1e-05
DR Congo,SF,Tunisia,1e-05
DR Congo,SF,Norway,1e-05
Ecuador,FINAL,Spain,0.00281
Ecuador,FINAL,France,0.0027
Ecuador,FINAL,Argentina,0.00247
Ecuador,FINAL,Portugal,0.00161
Ecuador,FINAL,Brazil,0.00141
Ecuador,FINAL,England,0.00136
Ecuador,FINAL,Colombia,0.00108
Ecuador,FINAL,Germany,0.00108
Ecuador,FINAL,Netherlands,0.00084
Ecuador,FINAL,Uruguay,0.00069
Ecuador,FINAL,Belgium,0.00046
Ecuador,FINAL,Morocco,0.00033
Ecuador,FINAL,Switzerland,0.00025
Ecuador,FINAL,Croatia,0.00025
Ecuador,FINAL,Senegal,0.00023
Ecuador,FINAL,Japan,0.00021
Ecuador,FINAL,Austria,0.00013
Ecuador,FINAL,Algeria,0.00012
Ecuador,FINAL,Paraguay,0.00012
Ecuador,FINAL,Canada,0.00012
Ecuador,FINAL,Mexico,0.00011
Ecuador,FINAL,Turkey,0.0001
Ecuador,FINAL,United States,9e-05
Ecuador,FINAL,Iran,8e-05
Ecuador,FINAL,Ivory Coast,8e-05
Ecuador,FINAL,South Korea,6e-05
Ecuador,FINAL,Scotland,5e-05
Ecuador,FINAL,Australia,3e-05
Ecuador,FINAL,Sweden,3e-05
Ecuador,FINAL,Czechia,3e-05
Ecuador,FINAL,Norway,2e-05
Ecuador,FINAL,Bosnia and Herzegovina,1e-05
Ecuador,FINAL,Egypt,1e-05
Ecuador,FINAL,Tunisia,1e-05
Ecuador,FINAL,Iraq,1e-05
Ecuador,QF,England,0.02868
Ecuador,QF,Netherlands,0.01814
Ecuador,QF,Brazil,0.01451
Ecuador,QF,Mexico,0.01299
Ecuador,QF,Croatia,0.01007
Ecuador,QF,Morocco,0.00943
Ecuador,QF,Japan,0.007
Ecuador,QF,Czechia,0.00532
Ecuador,QF,Switzerland,0.00511
Ecuador,QF,Spain,0.0048
Ecuador,QF,South Korea,0.00473
Ecuador,QF,Senegal,0.00385
Ecuador,QF,Scotland,0.00382
Ecuador,QF,Ivory Coast,0.00382
Ecuador,QF,Canada,0.0038
Ecuador,QF,Argentina,0.00365
Ecuador,QF,Portugal,0.00312
Ecuador,QF,Germany,0.0029
Ecuador,QF,Colombia,0.00283
Ecuador,QF,France,0.00265
Ecuador,QF,Uruguay,0.00251
Ecuador,QF,Sweden,0.00216
Ecuador,QF,Norway,0.00164
Ecuador,QF,Uzbekistan,0.00098
Ecuador,QF,Algeria,0.0008
Ecuador,QF,South Africa,0.00067
Ecuador,QF,Austria,0.00059
Ecuador,QF,DR Congo,0.00058
Ecuador,QF,Tunisia,0.00056
Ecuador,QF,Bosnia and Herzegovina,0.00056
Ecuador,QF,Panama,0.00043
Ecuador,QF,Saudi Arabia,0.00037
Ecuador,QF,Belgium,0.00024
Ecuador,QF,Paraguay,0.00023
Ecuador,QF,Cape Verde,0.00022
Ecuador,QF,United States,0.00019
Ecuador,QF,Ghana,0.00017
Ecuador,QF,Iran,0.00014
Ecuador,QF,Haiti,0.00014
Ecuador,QF,Turkey,0.00014
Ecuador,QF,Australia,0.00013
Ecuador,QF,Qatar,0.00012
Ecuador,QF,Iraq,9e-05
Ecuador,QF,Egypt,7e-05
Ecuador,QF,New Zealand,1e-05
Ecuador,QF,Curaçao,1e-05
Ecuador,R16,France,0.12026
Ecuador,R16,Brazil,0.07287
Ecuador,R16,Japan,0.03324
Ecuador,R16,Netherlands,0.03289
Ecuador,R16,Morocco,0.0299
Ecuador,R16,England,0.02568
Ecuador,R16,Senegal,0.02265
Ecuador,R16,Sweden,0.01831
Ecuador,R16,Scotland,0.01177
Ecuador,R16,Croatia,0.01151
Ecuador,R16,Tunisia,0.01016
Ecuador,R16,Norway,0.00996
Ecuador,R16,Belgium,0.00772
Ecuador,R16,Portugal,0.00607
Ecuador,R16,Colombia,0.00533
Ecuador,R16,Iran,0.0037
Ecuador,R16,Mexico,0.00353
Ecuador,R16,Switzerland,0.00276
Ecuador,R16,Turkey,0.00251
Ecuador,R16,United States,0.00236
Ecuador,R16,Egypt,0.00233
Ecuador,R16,Uzbekistan,0.00232
Ecuador,R16,Paraguay,0.00231
Ecuador,R16,Czechia,0.00215
Ecuador,R16,Canada,0.00205
Ecuador,R16,Australia,0.00197
Ecuador,R16,South Korea,0.00194
Ecuador,R16,DR Congo,0.00158
Ecuador,R16,Panama,0.00143
Ecuador,R16,Uruguay,0.00135
Ecuador,R16,Algeria,0.0012
Ecuador,R16,Austria,0.00117
Ecuador,R16,Haiti,0.00098
Ecuador,R16,Saudi Arabia,0.00095
Ecuador,R16,Iraq,0.00085
Ecuador,R16,Cape Verde,0.00064
Ecuador,R16,South Africa,0.00058
Ecuador,R16,Ghana,0.00056
Ecuador,R16,New Zealand,0.0004
Ecuador,R16,Bosnia and Herzegovina,0.0004
Ecuador,R16,Argentina,0.00035
Ecuador,R16,Jordan,0.0003
Ecuador,R16,Spain,0.00029
Ecuador,R16,Qatar,0.0001
Ecuador,R32,Senegal,0.17075
Ecuador,R32,Norway,0.13485
Ecuador,R32,France,0.07142
Ecuador,R32,Mexico,0.06133
Ecuador,R32,Scotland,0.05177
Ecuador,R32,United States,0.04586
Ecuador,R32,Australia,0.04512
Ecuador,R32,Paraguay,0.04502
Ecuador,R32,Turkey,0.04436
Ecuador,R32,Morocco,0.03406
Ecuador,R32,Czechia,0.02504
Ecuador,R32,South Korea,0.02216
Ecuador,R32,Iraq,0.02186
Ecuador,R32,Haiti,0.01956
Ecuador,R32,Brazil,0.01825
Ecuador,R32,Portugal,0.01731
Ecuador,R32,England,0.01464
Ecuador,R32,Colombia,0.01354
Ecuador,R32,Switzerland,0.00903
Ecuador,R32,Croatia,0.0075
Ecuador,R32,Canada,0.00706
Ecuador,R32,South Africa,0.0058
Ecuador,R32,Sweden,0.00446
Ecuador,R32,Belgium,0.00412
Ecuador,R32,Tunisia,0.00334
Ecuador,R32,Japan,0.0033
Ecuador,R32,Netherlands,0.00195
Ecuador,R32,Iran,0.00166
Ecuador,R32,Panama,0.00116
Ecuador,R32,Bosnia and Herzegovina,0.00106
Ecuador,R32,Egypt,0.00068
Ecuador,R32,Uzbekistan,0.00065
Ecuador,R32,Ghana,0.00062
Ecuador,R32,Qatar,0.00055
Ecuador,R32,DR Congo,0.00048
Ecuador,R32,New Zealand,0.0001
Ecuador,SF,Argentina,0.01313
Ecuador,SF,Spain,0.01222
Ecuador,SF,Portugal,0.00919
Ecuador,SF,Colombia,0.00627
Ecuador,SF,Uruguay,0.00385
Ecuador,SF,Belgium,0.00332
Ecuador,SF,England,0.00202
Ecuador,SF,Switzerland,0.0017
Ecuador,SF,Algeria,0.00142
Ecuador,SF,Austria,0.00135
Ecuador,SF,Croatia,0.00124
Ecuador,SF,Turkey,0.00121
Ecuador,SF,France,0.00095
Ecuador,SF,Iran,0.00088
Ecuador,SF,Canada,0.0008
Ecuador,SF,Paraguay,0.0008
Ecuador,SF,United States,0.00074
Ecuador,SF,Australia,0.00049
Ecuador,SF,Egypt,0.00045
Ecuador,SF,Germany,0.00044
Ecuador,SF,Netherlands,0.00042
Ecuador,SF,Senegal,0.00037
Ecuador,SF,Ivory Coast,0.00025
Ecuador,SF,Brazil,0.00024
Ecuador,SF,South Korea,0.00021
Ecuador,SF,Czechia,0.00018
Ecuador,SF,Japan,0.00017
Ecuador,SF,Panama,0.00014
Ecuador,SF,Mexico,0.00012
Ecuador,SF,Morocco,0.00011
Ecuador,SF,Norway,0.0001
Ecuador,SF,South Africa,9e-05
Ecuador,SF,Scotland,6e-05
Ecuador,SF,Uzbekistan,6e-05
Ecuador,SF,Sweden,4e-05
Ecuador,SF,Bosnia and Herzegovina,4e-05
Ecuador,SF,Jordan,3e-05
Ecuador,SF,Ghana,3e-05
Ecuador,SF,DR Congo,2e-05
Ecuador,SF,Saudi Arabia,2e-05
Ecuador,SF,Tunisia,2e-05
Ecuador,SF,Iraq,1e-05
Egypt,FINAL,Spain,0.00051
Egypt,FINAL,Argentina,0.00042
Egypt,FINAL,France,0.00041
Egypt,FINAL,Portugal,0.00031
Egypt,FINAL,Brazil,0.00015
Egypt,FINAL,Colombia,0.00015
Egypt,FINAL,England,0.00014
Egypt,FINAL,Netherlands,0.00014
Egypt,FINAL,Germany,0.00011
Egypt,FINAL,Belgium,0.00011
Egypt,FINAL,Croatia,9e-05
Egypt,FINAL,Uruguay,8e-05
Egypt,FINAL,Morocco,8e-05
Egypt,FINAL,Japan,6e-05
Egypt,FINAL,Mexico,4e-05
Egypt,FINAL,Algeria,3e-05
Egypt,FINAL,Senegal,3e-05
Egypt,FINAL,Ivory Coast,3e-05
Egypt,FINAL,United States,2e-05
Egypt,FINAL,Austria,2e-05
Egypt,FINAL,South Korea,1e-05
Egypt,FINAL,Norway,1e-05
Egypt,FINAL,Canada,1e-05
Egypt,FINAL,Ecuador,1e-05
Egypt,FINAL,Paraguay,1e-05
Egypt,FINAL,Switzerland,1e-05
Egypt,FINAL,Tunisia,1e-05
Egypt,FINAL,Iran,1e-05
Egypt,FINAL,Scotland,1e-05
Egypt,QF,Spain,0.01106
Egypt,QF,Argentina,0.00781
Egypt,QF,Portugal,0.00752
Egypt,QF,Colombia,0.00584
Egypt,QF,Uruguay,0.0033
Egypt,QF,Switzerland,0.00194
Egypt,QF,Croatia,0.00162
Egypt,QF,England,0.00159
Egypt,QF,Algeria,0.00134
Egypt,QF,Austria,0.00126
Egypt,QF,Belgium,0.00109
Egypt,QF,Canada,0.00107
Egypt,QF,Iran,0.00093
Egypt,QF,United States,0.00045
Egypt,QF,Turkey,0.00042
Egypt,QF,Netherlands,0.00037
Egypt,QF,Paraguay,0.00035
Egypt,QF,Australia,0.00023
Egypt,QF,Uzbekistan,0.00023
Egypt,QF,Morocco,0.0002
Egypt,QF,Panama,0.00018
Egypt,QF,Ghana,0.00015
Egypt,QF,Senegal,0.00013
Egypt,QF,Brazil,0.00013
Egypt,QF,Mexico,0.00013
Egypt,QF,DR Congo,0.00012
Egypt,QF,Japan,0.00011
Egypt,QF,Germany,8e-05
Egypt,QF,Bosnia and Herzegovina,8e-05
Egypt,QF,Scotland,8e-05
Egypt,QF,France,7e-05
Egypt,QF,South Korea,7e-05
Egypt,QF,Ivory Coast,7e-05
Egypt,QF,Ecuador,7e-05
Egypt,QF,Norway,5e-05
Egypt,QF,Jordan,5e-05
Egypt,QF,Sweden,4e-05
Egypt,QF,Czechia,4e-05
Egypt,QF,New Zealand,3e-05
Egypt,QF,Cape Verde,2e-05
Egypt,QF,South Africa,2e-05
Egypt,QF,Tunisia,2e-05
Egypt,QF,Haiti,1e-05
Egypt,QF,Iraq,1e-05
Egypt,R16,Argentina,0.05335
Egypt,R16,Portugal,0.02774
Egypt,R16,Colombia,0.02157
Egypt,R16,Uruguay,0.01901
Egypt,R16,Turkey,0.01292
Egypt,R16,United States,0.01028
Egypt,R16,Spain,0.0096
Egypt,R16,Paraguay,0.00951
Egypt,R16,Australia,0.0064
Egypt,R16,Austria,0.00632
Egypt,R16,Algeria,0.00613
Egypt,R16,Germany,0.00306
Egypt,R16,Bosnia and Herzegovina,0.00273
Egypt,R16,Croatia,0.00247
Egypt,R16,Ecuador,0.00233
Egypt,R16,Ivory Coast,0.00231
Egypt,R16,Canada,0.0023
Egypt,R16,Switzerland,0.00223
Egypt,R16,Senegal,0.00199
Egypt,R16,Panama,0.00199
Egypt,R16,Norway,0.00191
Egypt,R16,England,0.00138
Egypt,R16,Ghana,0.00104
Egypt,R16,Qatar,0.00085
Egypt,R16,France,0.00081
Egypt,R16,Uzbekistan,0.00078
Egypt,R16,Saudi Arabia,0.00068
Egypt,R16,Jordan,0.00058
Egypt,R16,Cape Verde,0.00053
Egypt,R16,DR Congo,0.00051
Egypt,R16,Iraq,0.00036
Egypt,R16,Sweden,0.00035
Egypt,R16,Japan,0.0003
Egypt,R16,Morocco,0.00018
Egypt,R16,Scotland,0.00016
Egypt,R16,Tunisia,0.00015
Egypt,R16,Netherlands,0.00012
Egypt,R16,Curaçao,0.0001
Egypt,R16,Czechia,3e-05
Egypt,R16,Brazil,2e-05
Egypt,R16,South Korea,1e-05
Egypt,R16,South Africa,1e-05
Egypt,R16,Haiti,1e-05
Egypt,R32,Switzerland,0.11164
Egypt,R32,Canada,0.08821
Egypt,R32,United States,0.06664
Egypt,R32,Turkey,0.06632
Egypt,R32,Paraguay,0.06589
Egypt,R32,Australia,0.05657
Egypt,R32,France,0.02925
Egypt,R32,South Korea,0.02461
Egypt,R32,Czechia,0.02373
Egypt,R32,South Africa,0.01708
Egypt,R32,Mexico,0.0126
Egypt,R32,Bosnia and Herzegovina,0.01134
Egypt,R32,Senegal,0.00845
Egypt,R32,Norway,0.00633
Egypt,R32,Cape Verde,0.0057
Egypt,R32,Saudi Arabia,0.0052
Egypt,R32,Austria,0.00508
Egypt,R32,Algeria,0.0048
Egypt,R32,Qatar,0.00359
Egypt,R32,Jordan,0.0025
Egypt,R32,Uruguay,0.00231
Egypt,R32,Iraq,0.00133
Egypt,R32,Ivory Coast,0.00113
Egypt,R32,Argentina,0.00101
Egypt,R32,Ecuador,0.00068
Egypt,R32,Spain,0.00061
Egypt,R32,Germany,0.00045
Egypt,R32,Curaçao,0.00022
Egypt,SF,France,0.00184
Egypt,SF,Brazil,0.00147
Egypt,SF,England,0.00138
Egypt,SF,Germany,0.00098
Egypt,SF,Netherlands,0.00072
Egypt,SF,Morocco,0.00063
Egypt,SF,Senegal,0.00048
Egypt,SF,Ecuador,0.00045
Egypt,SF,Croatia,0.0004
Egypt,SF,Mexico,0.00035
Egypt,SF,Japan,0.00034
Egypt,SF,Spain,0.00021
Egypt,SF,Portugal,0.00016
Egypt,SF,Sweden,0.00015
Egypt,SF,Norway,0.00013
Egypt,SF,Ivory Coast,0.00013
Egypt,SF,Czechia,0.00011
Egypt,SF,Colombia,0.00011
Egypt,SF,Scotland,0.0001
Egypt,SF,Switzerland,8e-05
Egypt,SF,Uruguay,8e-05
Egypt,SF,Belgium,5e-05
Egypt,SF,South Korea,5e-05
Egypt,SF,United States,4e-05
Egypt,SF,Canada,4e-05
Egypt,SF,Tunisia,3e-05
Egypt,SF,Australia,3e-05
Egypt,SF,South Africa,3e-05
Egypt,SF,Turkey,2e-05
Egypt,SF,Argentina,2e-05
Egypt,SF,Algeria,2e-05
Egypt,SF,Paraguay,1e-05
Egypt,SF,Iraq,1e-05
Egypt,SF,Uzbekistan,1e-05
Egypt,SF,Saudi Arabia,1e-05
England,FINAL,Spain,0.02785
England,FINAL,France,0.02628
England,FINAL,Portugal,0.01048
England,FINAL,Argentina,0.00964
England,FINAL,Netherlands,0.0082
England,FINAL,Colombia,0.00737
England,FINAL,Brazil,0.00614
England,FINAL,Germany,0.0055
England,FINAL,Belgium,0.0048
England,FINAL,Croatia,0.00348
England,FINAL,Uruguay,0.00315
England,FINAL,Morocco,0.00273
England,FINAL,Japan,0.00229
England,FINAL,Senegal,0.00176
England,FINAL,Switzerland,0.00143
England,FINAL,Ecuador,0.00136
England,FINAL,Turkey,0.00111
England,FINAL,Algeria,0.00108
England,FINAL,Austria,0.00096
England,FINAL,Paraguay,0.00073
England,FINAL,Ivory Coast,0.00065
England,FINAL,United States,0.00065
England,FINAL,Canada,0.00056
England,FINAL,Czechia,0.00047
England,FINAL,Iran,0.00046
England,FINAL,Mexico,0.00045
England,FINAL,Scotland,0.00041
England,FINAL,Australia,0.0004
England,FINAL,South Korea,0.00033
England,FINAL,Sweden,0.00023
England,FINAL,Norway,0.00015
